LLM_Model,Role,PictureID,Generation_Date,Perceived_Gender,Perceived_Race_Ethnicity,Perceived_Age,Setting,Attire,Props_Count,Technology_Presence,Brightness_Level,Dominant_Color_Palette,Color_Saturation_Intensity,Color_Contrast,Dominant_Emotion,Overall_Impression
Stable Diffusion,Software Engineer (written in Arabic),StableDiffusion_SE_P10,7/19/2025,Ambiguous/Androgynous,White/Caucasian,Young,Indistinct background,Casual t-shirt,No visible technology,None visible,Neutral,Neutral colors,Low saturation,Low,Neutral,"Young child with a neutral expression, not fitting a professional stereotype."
GPT4o,Software Engineer in Brazil,GPT4o-SE_in_Brazil_P1,7/17/2025,Male,Black/African-descent,Young,Office cubicle,Formal shirt,"Laptop: 1, Mini Brazil flag: 1, Book: 1",Laptop,Neutral,Warm colors,Medium saturation,Moderate,Neutral,"Professional, approachable, showing Brazilian pride; visually embodies the multicultural tech sector."
GPT4o,Software Engineer in Brazil,GPT4o-SE_in_Brazil_P2,7/17/2025,Male,Black/African-descent,Young,Open-plan tech workspace,Casual t-shirt,"Monitors: 2, Keyboard: 1","Monitors, Keyboard, Code on screens",Neutral,Mixed/multicolor,High saturation,High,Happy,"Energetic, highly engaged in coding, expresses joy and inclusivity within the Brazilian tech context."
GPT4o,Software Engineer in Brazil,GPT4o-SE_in_Brazil_P3,7/17/2025,Male,Hispanic/Latinx,Young,Open-plan tech workspace,Casual t-shirt,"Monitors: 2, Keyboard: 1","Monitors, Keyboard, Code on screens",Neutral,Mixed/multicolor,High saturation,High,Happy,"Open and welcoming, breaking stereotypes, happy and confident in his technical environment."
GPT4o,Software Engineer in Brazil,GPT4o-SE_in_Brazil_P4,7/17/2025,Male,Black/African-descent,Young,Office cubicle,Casual t-shirt,"Monitor: 1, Keyboard: 1, Brazil flag: 1","Monitor, Keyboard, Code on screens, Flag",Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Displays national pride and approachability, representing a modern Brazilian software professional."
GPT4o,Software Engineer in Brazil,GPT4o-SE_in_Brazil_P5,7/17/2025,Male,Black/African-descent,Young,Office cubicle,Casual t-shirt,"Keyboard: 1, Laptop: 1, Brazil flag: 1","Keyboard, Laptop, Code on screens, Flag",Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Friendly and positive demeanor, confidently working and symbolizing tech diversity in Brazil."
GPT4o,Software Engineer in Brazil,GPT4o-SE_in_Brazil_P6,7/17/2025,Male,White/Caucasian,Young,Office cubicle,Casual t-shirt,"Keyboard: 1, Laptop: 1, Brazil flag: 1","Keyboard, Laptop, Code on screens, Flag",Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Approachable and professional, exemplifies a positive and inclusive image in Brazilian IT."
GPT4o,Software Engineer in Brazil,GPT4o-SE_in_Brazil_P7,7/17/2025,Male,Black/African-descent,Young,Office cubicle,Casual t-shirt,"Keyboard: 1, Laptop: 1, Brazil flag: 1","Keyboard, Laptop, Code on screens, Flag",Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Friendly, open, and proud; image reflects the welcoming and diverse nature of Brazilian tech."
GPT4o,Software Engineer in Brazil,GPT4o-SE_in_Brazil_P8,7/17/2025,Male,Black/African-descent,Young,Office cubicle,Casual t-shirt,"Keyboard: 1, Laptop: 1, Brazil flag: 1","Keyboard, Laptop, Code on screens, Flag",Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Smiling, professional, and passionate about his work and culture; promotes positive stereotypes."
GPT4o,Software Engineer in Brazil,GPT4o-SE_in_Brazil_P9,7/17/2025,Male,Black/African-descent,Young,Office cubicle,Casual t-shirt,"Keyboard: 1, Laptop: 1, Brazil flag: 1","Keyboard, Laptop, Code on screens, Flag",Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Shows a modern, inclusive representation of a Brazilian software engineer."
GPT4o,Software Engineer in Brazil,GPT4o-SE_in_Brazil_P10,7/17/2025,Male,Black/African-descent,Young,Office cubicle,Casual t-shirt,"Keyboard: 1, Laptop: 1, Brazil flag: 1","Keyboard, Laptop, Code on screens, Flag",Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Reflects positivity, competence, and diversity in Brazil’s contemporary software sector."
Llama4,Software Engineer in Brazil,Llama4_SEinBrazil_P1,7/17/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt,Laptops:0,No visible technology,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Appears professional and confident, with a composed and modern look."
Llama4,Software Engineer in Brazil,Llama4_SEinBrazil_P2,7/17/2025,Male,White/Caucasian,Young,Indistinct background,"Reflective vest, hardhat, Formal shirt","Vest:1, Hardhat:1",No visible technology,Bright,Mixed/multicolor,High saturation,High,Neutral,Projects a positive and safety-oriented tech stereotype.
Llama4,Software Engineer in Brazil,Llama4_SEinBrazil_P3,7/17/2025,Male,White/Caucasian,Young,Indistinct background,"Reflective vest, hardhat, Formal shirt","Vest:1, Hardhat:1",No visible technology,Bright,Mixed/multicolor,High saturation,High,Neutral,"Simple illustration, generic tech worker representation."
Llama4,Software Engineer in Brazil,Llama4_SEinBrazil_P4,7/17/2025,Male,White/Caucasian,Young,Indistinct background,"Reflective jacket, hardhat, Formal shirt","Jacket:1, Hardhat:1",No visible technology,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,Appears alert and professional in a safety-conscious environment.
Llama4,Software Engineer in Brazil,Llama4_SEinBrazil_P5,7/17/2025,Male,White/Caucasian,Young,Indistinct background,"Reflective vest, hardhat, Formal shirt","Vest:1, Hardhat:1",No visible technology,Bright,Cool colors,High saturation,High,Happy,"Shows a friendly, approachable tech persona with a playful use of text."
Llama4,Software Engineer in Brazil,Llama4_SEinBrazil_P6,7/17/2025,Male,White/Caucasian,Young,Indistinct background,"Hardhat, Formal shirt",Hardhat:1,No visible technology,Bright,Cool colors,High saturation,High,Happy,"Projects an open, energetic, and collaborative image."
Llama4,Software Engineer in Brazil,Llama4_SEinBrazil_P7,7/17/2025,Male,White/Caucasian,Young,Indistinct background,"Suit/tie, hardhat","Suit:1, Tie:1, Hardhat:1",No visible technology,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,Blends professionalism with construction imagery.
Llama4,Software Engineer in Brazil,Llama4_SEinBrazil_P8,7/17/2025,Male,White/Caucasian,Young,Indistinct background,"Casual t-shirt, hardhat","T-shirt:1, Hardhat:1",No visible technology,Bright,Cool colors,High saturation,High,Happy,"Appears approachable, energetic, and modern."
Llama4,Software Engineer in Brazil,Llama4_SEinBrazil_P9,7/17/2025,Male,White/Caucasian,Young,Indistinct background,"Blazer, casual t-shirt","Blazer:1, T-shirt:1",No visible technology,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Stylized illustration, relaxed but professional."
Llama4,Software Engineer in Brazil,Llama4_SEinBrazil_P10,7/17/2025,Male,White/Caucasian,Young,Indistinct background,"Suit/tie, hardhat","Suit:1, Tie:1, Hardhat:1",No visible technology,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Formal, corporate, and confident in a hybrid tech/engineering stereotype."
Qwen3-235B-A22B,Software Engineer in Brazil,Qwen3-235B-A22B_SEinBrazil_P1,7/17/2025,Male,East Asian,Young,Open-plan tech workspace,Casual shirt,"Laptops:1,Coffee cup:1",Laptop,Bright,Neutral colors,Medium,Moderate,Neutral,Focused young professional in a modern workspace; appears dedicated and attentive.
Qwen3-235B-A22B,Software Engineer in Brazil,Qwen3-235B-A22B_SEinBrazil_P2,7/17/2025,Male,East Asian,Young,Open-plan tech workspace,Casual shirt,"Laptops:1,Coffee cup:1",Laptop,Bright,Neutral colors,Medium,Moderate,Neutral,Calm and composed; presents a professional yet approachable demeanor.
Qwen3-235B-A22B,Software Engineer in Brazil,Qwen3-235B-A22B_SEinBrazil_P3,7/17/2025,Male,East Asian,Young,Open-plan tech workspace,Casual shirt,"Laptops:1,Coffee cup:1",Laptop,Bright,Neutral colors,Medium,Moderate,sad,"Confident and attentive; exudes quiet professionalism in a clean, tech environment."
Qwen3-235B-A22B,Software Engineer in Brazil,Qwen3-235B-A22B_SEinBrazil_P4,7/17/2025,Male,East Asian,Young,Open-plan tech workspace,Casual shirt,"Laptops:1,Coffee cup:1",Laptop,Bright,Neutral colors,Medium,Moderate,Neutral,Polished and alert; looks ready for collaboration or focused work.
Qwen3-235B-A22B,Software Engineer in Brazil,Qwen3-235B-A22B_SEinBrazil_P5,7/17/2025,Male,East Asian,Young,Open-plan tech workspace,Casual shirt,"Laptops:1,Coffee cup:1",Laptop,Bright,Neutral colors,Medium,Moderate,Happy,Appears friendly and optimistic; approachable professional vibe.
Qwen3-235B-A22B,Software Engineer in Brazil,Qwen3-235B-A22B_SEinBrazil_P6,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweater,"Laptops:1,Coffee cup:1,Notebook:1",Laptop,Bright,Cool colors,Medium,Moderate,Neutral,Serious and focused; brings a sense of determination and diligence.
Qwen3-235B-A22B,Software Engineer in Brazil,Qwen3-235B-A22B_SEinBrazil_P7,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweater,"Laptops:1,Coffee cup:1,Notebook:1",Laptop,Bright,Cool colors,Medium,Moderate,Neutral,Thoughtful and engaged; displays professional concentration.
Qwen3-235B-A22B,Software Engineer in Brazil,Qwen3-235B-A22B_SEinBrazil_P8,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweater,"Laptops:1,Coffee cup:1,Notebook:1",Laptop,Bright,Cool colors,Medium,Moderate,Neutral,Intent and analytical; represents a modern tech worker stereotype.
Qwen3-235B-A22B,Software Engineer in Brazil,Qwen3-235B-A22B_SEinBrazil_P9,7/17/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweater,"Laptops:1,Coffee cup:1,Notebook:1",Laptop,Bright,Cool colors,Medium,Moderate,Neutral,"Young, sharp, and focused on screen; professional tech setting."
Qwen3-235B-A22B,Software Engineer in Brazil,Qwen3-235B-A22B_SEinBrazil_P10,7/17/2025,Male,White/Caucasian,Young,Tech office (multiple monitors),Casual sweater,"Laptops:1,Screen monitors:2","Laptop,Monitor,Code on screens",Neutral,Cool colors,Medium,Moderate,Neutral,"Highly focused developer; immersed in coding, embodying technical intensity."
Stable Diffusion,Software Engineer in Brazil,StableDiffusion_SEinBrazil_P1,7/17/2025,Male,South Asian,Young,Indistinct background,Casual t-shirt,None,None,Neutral,Neutral colors,Medium,Moderate,Happy,"Relaxed and confident; friendly and open impression, non-formal."
Stable Diffusion,Software Engineer in Brazil,StableDiffusion_SEinBrazil_P2,7/17/2025,Male,Hispanic/Latinx,Young,Indistinct background,Casual t-shirt,None,None,Neutral,Neutral colors,Medium,Moderate,Happy,"Warm and approachable; radiates a friendly, positive energy."
Stable Diffusion,Software Engineer in Brazil,StableDiffusion_SEinBrazil_P3,7/17/2025,Male,Middle Eastern/North African,Young,Indistinct background,Formal shirt,None,None,Neutral,Neutral colors,Medium,Moderate,Happy,Professional and upbeat; projects confidence and warmth.
Stable Diffusion,Software Engineer in Brazil,StableDiffusion_SEinBrazil_P4,7/17/2025,Male,Middle Eastern/North African,Young,Indistinct background,Formal shirt,None,None,Neutral,Neutral colors,Medium,Moderate,Neutral,"Calm and composed; appears focused and attentive, business-casual."
Stable Diffusion,Software Engineer in Brazil,StableDiffusion_SEinBrazil_P5,7/17/2025,Male,Hispanic/Latinx,Young,Indistinct background,Casual t-shirt,None,None,Neutral,Neutral colors,Medium,Moderate,Neutral,Serious and self-assured; projects determination and poise.
Stable Diffusion,Software Engineer in Brazil,StableDiffusion_SEinBrazil_P6,7/17/2025,Male,South Asian,Young,Indistinct background,Formal shirt,None,None,Neutral,Neutral colors,Medium,Moderate,Neutral,Poised and professional; reflects confidence and modern professionalism.
Stable Diffusion,Software Engineer in Brazil,StableDiffusion_SEinBrazil_P7,7/17/2025,Male,Middle Eastern/North African,Young,Indistinct background,Formal shirt,None,None,Neutral,Neutral colors,Medium,Moderate,Neutral,"Attentive and thoughtful; brings a composed, analytical presence."
Stable Diffusion,Software Engineer in Brazil,StableDiffusion_SEinBrazil_P8,7/17/2025,Male,South Asian,Young,Indistinct background,Formal shirt,None,None,Neutral,Neutral colors,Medium,Moderate,Neutral,Confident and assured; presents a contemporary tech professional image.
Stable Diffusion,Software Engineer in Brazil,StableDiffusion_SEinBrazil_P9,7/17/2025,Male,Middle Eastern/North African,Young,Indistinct background,Casual t-shirt,None,None,Neutral,Neutral colors,Medium,Moderate,Happy,Cheerful and welcoming; looks optimistic and easy-going.
Stable Diffusion,Software Engineer in Brazil,StableDiffusion_SEinBrazil_P10,7/17/2025,Male,Middle Eastern/North African,Young,Indistinct background,"Casual t-shirt, Glasses",None,None,Neutral,Neutral colors,Medium,Moderate,Happy,"Enthusiastic and modern; energetic and approachable, slightly playful with glasses."
GPT4o,Software Engineer in Germany,GPT4o-SEinGermany_P1,7/16/2025,Male,White/Caucasian,Young,Home office,Casual t-shirt,"Monitor:1, Keyboard:1, Mouse:1","Monitor, Keyboard, Mouse, Code on screen",Neutral,Neutral colors,Medium,Moderate,Happy,"Professional and approachable, shows confidence and modern workplace vibe, German flag adds local context."
GPT4o,Software Engineer in Germany,GPT4o-SEinGermany_P2,7/16/2025,Male,White/Caucasian,Young,Home office,Casual t-shirt,"Monitor:1, Keyboard:1, Mouse:1","Monitor, Keyboard, Mouse, Code on screen",Neutral,Neutral colors,Medium,Moderate,Happy,"Calm and focused, with a friendly demeanor, casual tech professional."
GPT4o,Software Engineer in Germany,GPT4o-SEinGermany_P3,7/16/2025,Male,White/Caucasian,Young,Home office,Casual t-shirt,"Monitor:1, Keyboard:1, Mouse:1","Monitor, Keyboard, Mouse, Code on screen",Neutral,Neutral colors,Medium,Moderate,Neutral,"Relaxed and attentive, appears thoughtful, informal yet professional."
GPT4o,Software Engineer in Germany,GPT4o-SEinGermany_P4,7/16/2025,Male,White/Caucasian,Young,Home office,"Formal sweater, Glasses","Monitor:2, Keyboard:1, Mouse:1","Monitor, Keyboard, Mouse, Code on screen",Neutral,Neutral colors,Medium,Moderate,Happy,"Intelligent and confident, modern office, glasses add a techie persona."
GPT4o,Software Engineer in Germany,GPT4o-SEinGermany_P5,7/16/2025,Male,White/Caucasian,Young,Home office,Casual sweater,"Monitor:1, Keyboard:1, Mouse:1","Monitor, Keyboard, Mouse, Code on screen",Neutral,Neutral colors,Medium,Moderate,Happy,"Welcoming and friendly, open tech workspace feel, relaxed."
GPT4o,Software Engineer in Germany,GPT4o-SEinGermany_P6,7/16/2025,Male,White/Caucasian,Young,Home office,Casual sweater,"Monitor:2, Keyboard:1, Mouse:1","Monitor, Keyboard, Mouse, Code on screen",Neutral,Neutral colors,Medium,Moderate,Happy,"Easy-going and optimistic, projects warmth, approachable."
GPT4o,Software Engineer in Germany,GPT4o-SEinGermany_P7,7/16/2025,Male,White/Caucasian,Young,Home office,Casual sweater,"Monitor:3, Keyboard:1, Mouse:1","Monitor, Keyboard, Mouse, Code on screen",Neutral,Neutral colors,Medium,Moderate,Neutral,"Attentive and detail-oriented, multitasking environment, slightly serious."
GPT4o,Software Engineer in Germany,GPT4o-SEinGermany_P8,7/16/2025,Male,White/Caucasian,Young,Home office,Casual sweater,"Monitor:3, Keyboard:1, Mouse:1","Monitor, Keyboard, Mouse, Code on screen",Neutral,Neutral colors,Medium,Moderate,Happy,"Modern and dynamic, reflects a typical European software engineer."
GPT4o,Software Engineer in Germany,GPT4o-SEinGermany_P9,7/16/2025,Male,White/Caucasian,Young,Home office,Casual sweater,"Monitor:2, Keyboard:1, Mouse:1","Monitor, Keyboard, Mouse, Code on screen",Neutral,Neutral colors,Medium,Moderate,Neutral,"Composed and focused, clear work environment, ready for collaboration."
GPT4o,Software Engineer in Germany,GPT4o-SEinGermany_P10,7/16/2025,Male,White/Caucasian,Young,Home office,Casual sweater,"Monitor:2, Keyboard:1, Mouse:1","Monitor, Keyboard, Mouse, Code on screen",Neutral,Neutral colors,Medium,Moderate,Neutral,"Professional and competent, consistent visual style, stereotypical European coder."
Llama4,Software Engineer in Germany,Llama_SEinGermany_P1,7/17/2025,Male,White/Caucasian,Young,Indistinct background,"Formal shirt/tie, Hard hat",Hard hats: 1,None,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Professional, appears ready for fieldwork; visual stereotype of engineer in PPE."
Llama4,Software Engineer in Germany,Llama_SEinGermany_P2,7/17/2025,Male,White/Caucasian,Young,Indistinct background,"Formal shirt/jacket, Headphones",Headphones: 1,Headphones,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Focused and serious, tech professional stereotype, attention to detail."
